CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,CWE
641888,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/passwordStrong/PasswordStrong.tsx,onChange,476
642240,Same on both sides,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/dateRang/dateSelectFormThai.tsx,<anonymous>,1025
642239,Same on both sides,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/dateRang/dateSelectForm.tsx,<anonymous>,1025
642150,Same on both sides,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/dateRang/backup/dateSelectForm_clean.tsx,<anonymous>,1025
641923,Same on both sides,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/dateRang/backup/dateSelectForm_20250730.tsx,<anonymous>,1025
642092,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/dateRang/DateRang.tsx,<script>,398
641780,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/library/customCopyClip/CustomCopyClip.tsx,<script>,398
642249,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/NavMenu.tsx,<anonymous>,476
642083,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/NavMenu.tsx,<script>,398
641905,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/NavMenu.tsx,<anonymous>,476
642144,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/LayoutMenu.tsx,<anonymous>,476
642071,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/LayoutMenu.tsx,<anonymous>,476
642048,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/LayoutMenu.tsx,<script>,398
641979,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/layout/LayoutMenu.tsx,<anonymous>,476
641949,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/tempMenu.tsx,<script>,398
642018,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/TimeCount.tsx,<script>,398
641782,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/Profile.tsx,<script>,398
641912,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/Notifys.tsx,<script>,398
642205,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/NotificationArea.tsx,<script>,398
642081,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/NotificationArea.tsx,cell,476
641892,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/Layout.tsx,<script>,398
642248,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/KMenu.tsx,<script>,398
642103,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/HomeBack.tsx,<script>,398
642001,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/BreadcrumbsMenu_ing.tsx,<script>,398
641920,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/BreadcrumbsMenu.tsx,<script>,398
641913,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/headers/AppMenu.tsx,<script>,398
642003,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/components/clients/ClientContent.tsx,<script>,398
642145,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/not-found.tsx,<script>,398
641865,Identical code for different branches,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/i18n/index.ts,getTranslation,398
641839,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/i18n/client.ts,<script>,398
642223,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/client/page.tsx,<script>,398
642005,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/page.tsx,<anonymous>,398
641969,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/page.tsx,<anonymous>,476
641770,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffCreditDebitNote/form/tableHistory.tsx,<anonymous>,476
641899,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffCreditDebitNote/form/tableDetailNote.tsx,<anonymous>,476
642098,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffCreditDebitNote/form/modalComment.tsx,<anonymous>,476
641764,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/page.tsx,handleFieldSearch,476
641889,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/form/modalRunTariff.tsx,<anonymous>,476
642170,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/page.tsx,handleFieldSearch,476
642155,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/totalRow.tsx,TariffTotalRow,476
642203,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/tableViewCapacityOveruseCharge.tsx,<anonymous>,476
642175,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/tableViewCapacityCharge.tsx,<anonymous>,476
642021,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/tableInside.tsx,<anonymous>,476
641918,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/tableInside.tsx,TableTariffChargeReportInside,476
642143,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/modalView.tsx,handleExport,476
641852,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/modalView.tsx,<script>,398
641942,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningQueryShipperFiles/form/table.tsx,<anonymous>,476
642238,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningNewPoint/form/table.tsx,<anonymous>,476
642006,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningNewPoint/form/modalViewPoint.tsx,<anonymous>,476
641775,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningNewPoint/form/modalFiles.tsx,<anonymous>,476
642176,Identical code for different branches,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningFileSubmissionTemplate/form/modalAction.tsx,ModalAction,398
642237,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/page.tsx,<anonymous>,476
642227,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/modalFullview_MEDIUM.tsx,<anonymous>,476
642116,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/modalFullView.tsx,handleFieldSearch,476
641936,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/modalFullView.tsx,<anonymous>,476
641980,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartShortTermEachShipper.tsx,options.plugins.tooltip.callbacks.label,476
641788,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartShortTermEachShipper.tsx,<anonymous>,476
641825,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartShortTermAll.tsx,option_chart.plugins.tooltip.callbacks.label,476
642053,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartMedTermEachShipper.tsx,options.plugins.tooltip.callbacks.label,476
641924,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartMedTermAll.tsx,<anonymous>,476
642134,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartLongTerm2.tsx,<anonymous>,476
642065,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartLongTerm2.tsx,ChartLongTerm2,476
641948,Logically dead code,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartLongTerm2.tsx,options.plugins.datalabels.rotation,561
642148,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartLongTerm1.tsx,<anonymous>,476
641890,Logically dead code,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartLongTerm1.tsx,options.plugins.datalabels.rotation,561
641946,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/nomCodeView/tableEachZone.tsx,<anonymous>,476
641807,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/nomCodeView/tableEachZone.tsx,<anonymous>,476
641809,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/nomCodeView/pageViewFile.tsx,<anonymous>,476
641880,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/nomCodeView/pageComment.tsx,<anonymous>,476
642246,Expression with no effect,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/nomCodeView/nomCodeView.tsx,<script>,398
642114,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/form/table.tsx,<anonymous>,476
642096,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/form/table.tsx,<anonymous>,476
641762,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/form/table.tsx,TableNomDailyMgn,476
642093,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/form/modalComment.tsx,<anonymous>,476
641827,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/uploadTemplateForShipper/page.tsx,<anonymous>,476
642215,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/uploadTemplateForShipper/form/modalFiles.tsx,ModalFiles,476
642013,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/uploadTemplateForShipper/form/modalAction.tsx,ModalAction,476
641886,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/page.tsx,<anonymous>,476
642123,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyTotalSystem.tsx,TableWeeklyTotalSystem,476
642069,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyTotalSystem.tsx,<anonymous>,476
642184,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyNom.tsx,TableWeeklyNomination,476
642253,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyArea.tsx,<anonymous>,476
642070,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyArea.tsx,TableWeeklyArea,476
641797,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableDaily/tableDailyTotalSystem.tsx,<anonymous>,476
642042,Identical code for different branches,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableDaily/tableDailyNom.tsx,<anonymous>,398
641811,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableDaily/tableDailyArea.tsx,TableDailyArea,476
641767,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableDaily/tableDailyArea.tsx,<anonymous>,476
642174,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableAll/tableAllTotalSystem.tsx,<anonymous>,476
641963,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableAll/tableAllArea.tsx,TableAllArea,476
641795,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableAll/tableAllArea.tsx,<anonymous>,476
642119,Logically dead code,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/submissionFile/page.tsx,ClientPage,561
642074,Logically dead code,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/shipperNominationReport/page.tsx,ClientPage,561
641937,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/shipperNominationReport/page.tsx,accessorFn,476
641866,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/shipperNominationReport/page.tsx,accessorFn,476
642138,Bad use of null-like value,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/shipperNominationReport/form/viewPage/viewPage.tsx,<anonymous>,476
642135,Property access or function call before check for null or undefined,Medium,New,01/18/26,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/zax/Documents/Project_TPA_SCAN/VA146/TPA-F01/src/app/[lng]/authorization/(menu)/nominations/(menu)/queryShipperNominationFile/page.tsx,<anonymous>,476
